chapter_number,word,count
1,rabbithol,3
1,alic,28
1,begin,2
1,get,10
1,tire,2
1,sit,1
1,sister,2
1,bank,1
1,noth,7
1,twice,1
1,peep,1
1,book,3
1,read,2
1,pictur,3
1,convers,2
1,use,5
1,thought,8
1,without,2
1,consid,2
1,mind,2
1,well,7
1,could,8
1,hot,2
1,day,1
1,made,2
1,feel,3
1,sleepi,2
1,stupid,2
1,whether,2
1,pleasur,1
1,make,5
1,daisychain,1
1,would,6
1,worth,1
1,troubl,1
1,pick,1
1,daisi,1
1,sudden,5
1,white,2
1,rabbit,6
1,pink,1
1,eye,3
1,ran,2
1,close,2
1,_very_,4
1,remark,1
1,think,11
1,much,6
1,way,11
1,hear,2
1,say,8
1,oh,4
1,dear,3
1,shall,5
1,late,3
1,afterward,1
1,occur,1
1,ought,1
1,wonder,8
1,time,8
1,seem,4
1,quit,4
1,natur,1
1,actual,1
1,_took,1
1,watch,2
1,waistcoatpocket_,1
1,look,7
1,hurri,3
1,start,1
1,feet,2
1,flash,1
1,across,2
1,never,4
1,seen,3
1,either,6
1,waistcoatpocket,1
1,take,1
1,burn,2
1,curios,1
1,field,1
1,fortun,1
1,see,10
1,pop,1
1,larg,3
1,hedg,1
1,anoth,3
1,moment,4
1,went,7
1,world,1
1,straight,1
1,like,12
1,tunnel,1
1,dip,1
1,stop,1
1,found,7
1,fall,6
1,deep,2
1,fell,4
1,slowli,1
1,plenti,1
1,go,8
1,happen,6
1,next,1
1,first,4
1,tri,8
1,come,4
1,dark,3
1,anyth,2
1,side,2
1,notic,2
1,fill,1
1,cupboard,2
1,bookshelv,1
1,saw,2
1,map,1
1,hung,1
1,upon,4
1,peg,1
1,took,1
1,jar,2
1,one,8
1,shelv,1
1,pass,1
1,label,2
1,orang,1
1,marmalad,1
1,great,2
1,disappoint,1
1,empti,1
1,drop,1
1,fear,1
1,kill,1
1,somebodi,1
1,underneath,1
1,manag,2
1,put,2
1,past,1
1,tumbl,1
1,stair,1
1,brave,1
1,theyll,2
1,home,1
1,wouldnt,1
1,even,3
1,top,2
1,hous,1
1,true,1
1,_never_,1
1,end,2
1,mani,2
1,mile,2
1,ive,2
1,fallen,1
1,said,8
1,aloud,1
1,must,2
1,somewher,2
1,near,1
1,centr,1
1,earth,2
1,let,1
1,four,1
1,thousand,1
1,learnt,1
1,sever,3
1,thing,7
1,sort,3
1,lesson,1
1,schoolroom,1
1,though,2
1,good,3
1,opportun,1
1,show,1
1,knowledg,1
1,listen,2
1,still,2
1,practic,1
1,yes,1
1,that,2
1,right,4
1,distancebut,1
1,latitud,2
1,longitud,2
1,got,4
1,idea,1
1,nice,3
1,grand,1
1,word,4
1,present,1
1,began,3
1,_through_,1
1,funni,1
1,itll,2
1,among,2
1,peopl,4
1,walk,3
1,head,4
1,downward,1
1,antipathi,1
1,rather,3
1,glad,1
1,_was_,1
1,didnt,2
1,sound,1
1,ask,3
1,name,1
1,countri,1
1,know,3
1,pleas,1
1,maam,1
1,new,1
1,zealand,1
1,australia,1
1,curtsey,1
1,spokef,1
1,_curtseying_,1
1,your,1
1,air,2
1,ignor,1
1,littl,15
1,girl,1
1,shell,1
1,perhap,1
1,written,1
1,els,1
1,soon,4
1,talk,1
1,dinahl,1
1,miss,1
1,tonight,1
1,dinah,4
1,cat,5
1,hope,2
1,rememb,4
1,saucer,1
1,milk,1
1,teatim,1
1,wish,2
1,mice,1
1,im,1
1,afraid,1
1,might,4
1,catch,1
1,bat,6
1,mous,1
1,eat,8
1,dreami,1
1,sometim,2
1,couldnt,1
1,answer,1
1,question,1
1,matter,1
1,felt,2
1,doze,1
1,begun,2
1,dream,1
1,hand,3
1,earnest,1
1,tell,1
1,truth,1
1,ever,4
1,thump,2
1,came,3
1,heap,1
1,stick,1
1,dri,1
1,leav,2
1,bit,2
1,hurt,1
1,jump,1
1,overhead,1
1,long,4
1,passag,3
1,sight,1
1,lost,1
1,away,1
1,wind,1
1,turn,2
1,corner,2
1,ear,2
1,whisker,1
1,behind,2
1,longer,1
1,low,2
1,hall,4
1,lit,1
1,row,1
1,lamp,1
1,hang,1
1,roof,1
1,door,9
1,round,3
1,lock,3
1,everi,1
1,sad,1
1,middl,1
1,threeleg,1
1,tabl,5
1,solid,1
1,glass,3
1,except,1
1,tini,1
1,golden,3
1,key,6
1,belong,1
1,ala,2
1,small,3
1,rate,2
1,open,3
1,howev,3
1,second,1
1,curtain,1
1,fifteen,1
1,inch,2
1,high,2
1,delight,1
1,fit,1
1,led,1
1,larger,2
1,rathol,1
1,knelt,1
1,along,1
1,loveliest,1
1,garden,4
1,wander,1
1,bed,1
1,bright,1
1,flower,1
1,cool,1
1,fountain,1
1,doorway,1
1,poor,4
1,shoulder,1
1,shut,3
1,telescop,3
1,knew,1
1,outoftheway,2
1,inde,2
1,realli,1
1,imposs,1
1,wait,2
1,back,2
1,half,1
1,find,4
1,rule,2
1,bottl,4
1,certain,2
1,neck,1
1,paper,1
1,drink,3
1,beauti,2
1,print,1
1,letter,1
1,wise,1
1,_that_,1
1,ill,3
1,mark,4
1,_poison_,1
1,histori,1
1,children,1
1,burnt,1
1,eaten,1
1,wild,1
1,beast,1
1,unpleas,1
1,_would_,1
1,simpl,1
1,friend,1
1,taught,1
1,redhot,1
1,poker,1
1,hold,2
1,cut,1
1,finger,1
1,deepli,1
1,knife,1
1,usual,1
1,bleed,1
1,forgotten,2
1,poison,2
1,almost,1
1,disagre,1
1,sooner,1
1,later,1
1,_not_,1
1,ventur,1
1,tast,1
1,fact,1
1,mix,1
1,flavour,1
1,cherrytart,1
1,custard,1
1,pineappl,1
1,roast,1
1,turkey,1
1,toffe,1
1,butter,1
1,toast,1
1,finish,2
1,curious,2
1,ten,1
1,face,1
1,brighten,1
1,size,2
1,love,1
1,minut,2
1,shrink,1
1,nervous,1
1,altogeth,1
1,candl,3
1,fanci,1
1,flame,1
1,blown,1
1,decid,1
1,possibl,1
1,reach,2
1,plain,1
1,best,1
1,climb,1
1,leg,1
1,slipperi,1
1,sat,1
1,cri,2
1,there,2
1,sharpli,1
1,advis,1
1,general,2
1,gave,1
1,advic,1
1,seldom,1
1,follow,1
1,scold,1
1,bring,1
1,tear,1
1,box,2
1,cheat,1
1,game,1
1,croquet,1
1,play,1
1,child,1
1,fond,1
1,pretend,2
1,two,2
1,hard,1
1,enough,1
1,left,1
1,_one_,1
1,respect,1
1,person,1
1,lie,1
1,cake,3
1,currant,1
1,grow,3
1,smaller,1
1,creep,1
1,dont,1
1,care,1
1,ate,1
1,anxious,1
1,surpris,1
1,remain,1
1,sure,1
1,expect,1
1,dull,1
1,life,1
1,common,1
1,set,1
1,work,1
2,pool,8
2,tear,6
2,curious,3
2,cri,10
2,alic,25
2,much,3
2,surpris,2
2,moment,3
2,quit,5
2,forgot,2
2,speak,3
2,good,2
2,english,3
2,im,12
2,open,1
2,like,10
2,largest,1
2,telescop,1
2,ever,4
2,goodby,1
2,feet,8
2,look,6
2,seem,5
2,almost,2
2,sight,1
2,get,5
2,far,2
2,oh,9
2,poor,5
2,littl,16
2,wonder,2
2,put,4
2,shoe,1
2,stock,1
2,dear,11
2,sure,5
2,_i_,2
2,shant,1
2,abl,1
2,shall,5
2,great,5
2,deal,2
2,troubl,1
2,must,9
2,manag,2
2,best,1
2,way,8
2,canbut,1
2,kind,1
2,thought,9
2,perhap,3
2,wont,5
2,walk,1
2,want,1
2,go,11
2,let,6
2,see,6
2,ill,7
2,give,1
2,new,1
2,pair,2
2,boot,1
2,everi,2
2,christma,1
2,went,9
2,plan,1
2,would,4
2,carrier,1
2,funni,1
2,itll,4
2,send,1
2,present,1
2,one,8
2,odd,1
2,direct,1
2,_alic,1
2,right,3
2,foot,2
2,esq,1
2,hearthrug,1
2,near,4
2,fender_,1
2,_with,1
2,love_,1
2,nonsens,1
2,talk,7
2,head,3
2,struck,1
2,roof,1
2,hall,3
2,fact,1
2,nine,2
2,high,4
2,took,2
2,golden,3
2,key,2
2,hurri,3
2,garden,3
2,door,3
2,could,7
2,lie,2
2,side,1
2,eye,4
2,hopeless,1
2,sat,1
2,began,6
2,ought,1
2,asham,1
2,said,12
2,girl,1
2,might,1
2,well,2
2,say,7
2,stop,1
2,tell,3
2,shed,1
2,gallon,1
2,larg,2
2,round,2
2,four,4
2,inch,1
2,deep,1
2,reach,1
2,half,3
2,time,8
2,heard,3
2,patter,1
2,distanc,1
2,hastili,3
2,dri,1
2,come,7
2,white,4
2,rabbit,4
2,return,1
2,splendid,1
2,dress,1
2,kid,3
2,glove,4
2,hand,3
2,fan,5
2,came,3
2,trot,1
2,along,1
2,mutter,1
2,duchess,2
2,savag,1
2,ive,4
2,kept,2
2,wait,1
2,felt,2
2,desper,1
2,readi,1
2,ask,1
2,help,1
2,low,3
2,timid,1
2,voic,4
2,pleas,1
2,sir,1
2,start,1
2,violent,1
2,drop,2
2,skurri,1
2,away,3
2,dark,1
2,hard,2
2,hot,1
2,queer,3
2,everyth,3
2,today,2
2,yesterday,1
2,thing,10
2,usual,1
2,chang,5
2,night,1
2,think,5
2,got,2
2,morn,1
2,rememb,4
2,feel,2
2,differ,1
2,next,2
2,question,1
2,world,1
2,ah,1
2,_thats_,2
2,puzzl,2
2,children,2
2,knew,1
2,age,1
2,ada,1
2,hair,2
2,goe,1
2,long,3
2,ringlet,2
2,mine,1
2,doesnt,3
2,cant,2
2,mabel,4
2,know,7
2,sort,2
2,besid,1
2,_shes_,1
2,_im_,1
2,andoh,2
2,tri,5
2,use,5
2,five,1
2,twelv,1
2,six,1
2,thirteen,1
2,seven,1
2,isoh,1
2,never,4
2,twenti,1
2,rate,2
2,howev,3
2,multipl,1
2,tabl,3
2,signifi,1
2,geographi,1
2,london,1
2,capit,3
2,pari,2
2,rome,1
2,romeno,1
2,wrong,1
2,certain,2
2,_how,1
2,doth,2
2,little_,1
2,cross,1
2,lap,1
2,lesson,2
2,repeat,1
2,sound,1
2,hoars,1
2,strang,1
2,word,3
2,crocodil,1
2,improv,1
2,shine,1
2,tail,2
2,pour,1
2,water,3
2,nile,1
2,scale,1
2,cheer,1
2,grin,1
2,neat,1
2,spread,1
2,claw,1
2,welcom,1
2,fish,1
2,gentl,1
2,smile,1
2,jaw,1
2,fill,1
2,live,1
2,poki,1
2,hous,3
2,toy,1
2,play,1
2,mani,1
2,learn,1
2,made,3
2,mind,1
2,stay,2
2,first,4
2,person,1
2,till,1
2,somebodi,1
2,elsebut,1
2,sudden,3
2,burst,1
2,wish,3
2,_would_,1
2,_very_,1
2,tire,2
2,alon,1
2,_can_,1
2,done,2
2,grow,1
2,small,3
2,measur,1
2,found,2
2,guess,1
2,two,1
2,shrink,2
2,rapid,1
2,soon,3
2,caus,1
2,hold,1
2,avoid,1
2,altogeth,1
2,_was_,1
2,narrow,1
2,escap,1
2,frighten,1
2,glad,1
2,find,3
2,still,1
2,exist,1
2,ran,1
2,speed,1
2,back,4
2,ala,1
2,shut,1
2,glass,1
2,wors,1
2,child,1
2,declar,1
2,bad,1
2,slip,2
2,anoth,1
2,splash,2
2,chin,1
2,salt,1
2,idea,1
2,somehow,1
2,fallen,2
2,sea,2
2,case,1
2,railway,2
2,seasid,1
2,life,1
2,general,1
2,conclus,1
2,wherev,1
2,coast,1
2,number,1
2,bath,1
2,machin,1
2,dig,1
2,sand,1
2,wooden,1
2,spade,1
2,row,1
2,lodg,1
2,behind,1
2,station,1
2,wept,1
2,hadnt,1
2,swam,5
2,punish,1
2,suppos,1
2,drown,1
2,_will_,1
2,someth,1
2,nearer,1
2,make,2
2,walrus,1
2,hippopotamus,1
2,mous,16
2,outoftheway,1
2,there,1
2,harm,1
2,swim,2
2,seen,1
2,brother,1
2,latin,1
2,grammar,1
2,mouseof,1
2,mouseto,1
2,mousea,1
2,mouseo,1
2,rather,2
2,inquisit,1
2,wink,1
2,noth,1
2,understand,2
2,daresay,1
2,french,2
2,william,1
2,conqueror,1
2,knowledg,1
2,histori,2
2,clear,1
2,notion,1
2,ago,1
2,anyth,1
2,happen,1
2,est,1
2,chatt,1
2,sentenc,1
2,lessonbook,1
2,gave,1
2,leap,1
2,quiver,1
2,fright,1
2,beg,3
2,pardon,2
2,afraid,2
2,hurt,1
2,anim,2
2,didnt,1
2,cat,8
2,shrill,1
2,passion,2
2,_you_,1
2,sooth,1
2,tone,2
2,dont,3
2,angri,1
2,yet,1
2,show,2
2,dinah,1
2,youd,2
2,take,1
2,fanci,1
2,quiet,1
2,lazili,1
2,sit,2
2,pur,1
2,nice,3
2,fire,1
2,lick,1
2,paw,1
2,wash,1
2,faceand,1
2,soft,2
2,nurseand,1
2,shes,1
2,catch,1
2,miceoh,1
2,bristl,1
2,realli,1
2,offend,2
2,inde,2
2,trembl,2
2,end,1
2,subject,2
2,famili,1
2,alway,1
2,_hated_,1
2,nasti,1
2,vulgar,1
2,hear,1
2,name,1
2,convers,1
2,youar,1
2,fondofof,1
2,dog,4
2,answer,1
2,eager,1
2,brightey,1
2,terrier,1
2,cur,1
2,brown,1
2,fetch,1
2,throw,1
2,dinner,1
2,thingsi,1
2,themand,1
2,belong,1
2,farmer,1
2,worth,1
2,hundr,1
2,pound,1
2,kill,1
2,rat,1
2,sorrow,1
2,commot,1
2,call,1
2,either,1
2,turn,1
2,slowli,1
2,face,1
2,pale,1
2,us,1
2,shore,2
2,youll,1
2,hate,1
2,crowd,1
2,bird,1
2,duck,1
2,dodo,1
2,lori,1
2,eaglet,1
2,sever,1
2,creatur,1
2,led,1
2,whole,1
2,parti,1
3,caucusrac,3
3,long,6
3,tale,3
3,inde,2
3,queerlook,1
3,parti,4
3,assembl,1
3,bankth,1
3,bird,6
3,draggl,1
3,feather,1
3,anim,1
3,fur,1
3,cling,1
3,close,1
3,drip,1
3,wet,2
3,cross,1
3,uncomfort,1
3,first,3
3,question,5
3,cours,5
3,get,6
3,dri,6
3,consult,1
3,minut,1
3,seem,5
3,quit,5
3,natur,1
3,alic,23
3,find,3
3,talk,3
3,familiar,1
3,known,1
3,life,1
3,argument,1
3,lori,6
3,last,4
3,turn,4
3,sulki,1
3,would,6
3,say,6
3,older,1
3,must,5
3,know,12
3,better,1
3,allow,1
3,without,2
3,old,4
3,posit,2
3,refus,1
3,tell,4
3,age,1
3,said,34
3,mous,20
3,person,1
3,author,1
3,among,2
3,call,6
3,sit,1
3,listen,1
3,_ill_,1
3,soon,7
3,make,2
3,enough,3
3,sat,3
3,larg,2
3,ring,2
3,middl,1
3,kept,2
3,eye,1
3,anxious,2
3,fix,1
3,felt,2
3,sure,2
3,catch,2
3,bad,1
3,cold,1
3,ahem,1
3,import,1
3,air,1
3,readi,3
3,driest,1
3,thing,6
3,silenc,2
3,round,6
3,pleas,3
3,william,3
3,conqueror,1
3,whose,1
3,caus,4
3,favour,1
3,pope,1
3,submit,1
3,english,2
3,want,2
3,leader,1
3,late,1
3,much,2
3,accustom,1
3,usurp,1
3,conquest,1
3,edwin,2
3,morcar,2
3,earl,2
3,mercia,2
3,northumbria,2
3,ugh,1
3,shiver,1
3,beg,4
3,pardon,2
3,frown,1
3,polit,1
3,speak,4
3,hastili,1
3,thought,4
3,proceed,1
3,declar,1
3,even,1
3,stigand,1
3,patriot,1
3,archbishop,2
3,canterburi,1
3,found,4
3,advis,2
3,_what_,1
3,duck,2
3,_it_,1
3,repli,4
3,rather,1
3,crossli,1
3,mean,4
3,well,1
3,_i_,2
3,general,1
3,frog,1
3,worm,1
3,notic,1
3,hurri,2
3,went,2
3,go,3
3,edgar,1
3,athel,1
3,meet,2
3,offer,1
3,crown,1
3,conduct,1
3,moder,1
3,insol,1
3,norman,1
3,dear,5
3,continu,1
3,spoke,1
3,ever,2
3,melancholi,2
3,tone,3
3,doesnt,3
3,case,1
3,dodo,12
3,solemn,3
3,rise,1
3,feet,1
3,move,2
3,adjourn,1
3,immedi,1
3,adopt,1
3,energet,1
3,remedi,1
3,eaglet,2
3,dont,2
3,half,4
3,word,1
3,what,1
3,believ,1
3,either,1
3,bent,1
3,head,2
3,hide,1
3,smile,1
3,titter,1
3,audibl,1
3,offend,3
3,best,3
3,us,2
3,_is_,2
3,paus,1
3,_somebody_,1
3,ought,1
3,one,8
3,els,2
3,inclin,1
3,anyth,2
3,way,2
3,explain,1
3,might,2
3,like,5
3,tri,3
3,winter,1
3,day,1
3,manag,1
3,mark,1
3,racecours,1
3,sort,2
3,circl,1
3,exact,2
3,shape,1
3,matter,1
3,place,1
3,along,1
3,two,1
3,three,1
3,away,3
3,began,3
3,run,2
3,left,2
3,easi,1
3,race,2
3,howev,3
3,hour,1
3,sudden,1
3,crowd,3
3,pant,1
3,ask,3
3,could,5
3,answer,1
3,great,1
3,deal,1
3,time,2
3,finger,2
3,press,1
3,upon,1
3,forehead,1
3,usual,1
3,see,3
3,shakespear,1
3,pictur,1
3,rest,1
3,wait,1
3,_everybody_,1
3,prize,6
3,give,1
3,chorus,2
3,voic,2
3,_she_,1
3,point,1
3,whole,3
3,confus,2
3,idea,2
3,despair,1
3,put,1
3,hand,3
3,pocket,2
3,pull,1
3,box,1
3,comfit,2
3,luckili,1
3,salt,1
3,water,1
3,got,3
3,apiec,1
3,grave,2
3,thimbl,4
3,sad,3
3,present,1
3,accept,1
3,eleg,1
3,finish,3
3,short,1
3,speech,2
3,cheer,1
3,absurd,1
3,look,6
3,dare,1
3,laugh,1
3,think,4
3,simpli,1
3,bow,1
3,took,2
3,next,1
3,eat,2
3,nois,1
3,complain,1
3,tast,1
3,small,1
3,choke,1
3,pat,1
3,back,4
3,someth,2
3,promis,1
3,histori,1
3,hatec,1
3,ad,1
3,whisper,1
3,afraid,1
3,mine,1
3,sigh,2
3,tail,2
3,certain,1
3,wonder,2
3,puzzl,1
3,furi,2
3,met,1
3,hous,1
3,let,3
3,law,1
3,prosecut,1
3,_you_com,1
3,ill,4
3,take,1
3,denial,1
3,trial,2
3,realli,2
3,morn,1
3,ive,1
3,noth,2
3,cur,1
3,sir,1
3,juri,2
3,judg,2
3,wast,1
3,breath,1
3,cun,1
3,condemn,1
3,death,1
3,attend,1
3,sever,1
3,humbl,1
3,fifth,1
3,bend,1
3,_not_,1
3,cri,2
3,sharpli,1
3,angrili,1
3,knot,1
3,alway,2
3,use,1
3,oh,3
3,help,1
3,undo,1
3,shall,2
3,walk,2
3,insult,1
3,nonsens,1
3,didnt,1
3,plead,1
3,poor,2
3,your,2
3,easili,1
3,growl,1
3,come,3
3,stori,2
3,other,1
3,join,1
3,yes,1
3,shook,1
3,impati,1
3,littl,5
3,quicker,1
3,piti,1
3,wouldnt,1
3,stay,1
3,sight,1
3,crab,2
3,opportun,1
3,daughter,1
3,ah,1
3,lesson,1
3,never,1
3,lose,1
3,_your_,1
3,temper,1
3,hold,1
3,tongu,1
3,young,1
3,snappish,1
3,patienc,1
3,oyster,1
3,wish,3
3,dinah,5
3,aloud,1
3,address,1
3,nobodi,2
3,particular,1
3,shed,1
3,fetch,1
3,ventur,1
3,eager,2
3,pet,1
3,cat,2
3,shes,2
3,capit,1
3,mice,1
3,cant,1
3,shell,1
3,remark,2
3,sensat,1
3,magpi,1
3,wrap,1
3,care,1
3,home,1
3,nightair,1
3,suit,1
3,throat,1
3,canari,1
3,trembl,1
3,children,1
3,high,1
3,bed,1
3,various,1
3,pretext,1
3,alon,1
3,hadnt,1
3,mention,1
3,im,1
3,world,1
3,lone,1
3,lowspirit,1
3,heard,1
3,patter,1
3,footstep,1
3,distanc,1
3,hope,1
3,chang,1
3,mind,1
4,rabbit,14
4,send,2
4,littl,23
4,bill,12
4,white,3
4,trot,1
4,slowli,1
4,back,2
4,look,9
4,anxious,2
4,went,7
4,lost,1
4,someth,5
4,heard,9
4,mutter,1
4,duchess,2
4,oh,6
4,dear,3
4,paw,2
4,fur,1
4,whisker,1
4,shell,1
4,get,10
4,execut,1
4,sure,9
4,ferret,2
4,_can_,2
4,drop,1
4,wonder,5
4,alic,31
4,guess,2
4,moment,7
4,fan,7
4,pair,4
4,kid,2
4,glove,6
4,goodnatur,1
4,began,6
4,hunt,2
4,nowher,1
4,seeneveryth,1
4,seem,5
4,chang,2
4,sinc,1
4,swim,1
4,pool,1
4,great,7
4,hall,1
4,glass,4
4,tabl,2
4,door,6
4,vanish,1
4,complet,1
4,soon,4
4,notic,3
4,call,2
4,angri,2
4,tone,3
4,mari,4
4,ann,4
4,_are_,1
4,run,3
4,home,2
4,fetch,3
4,quick,1
4,much,5
4,frighten,2
4,ran,6
4,direct,3
4,point,1
4,without,3
4,tri,5
4,explain,1
4,mistak,1
4,made,8
4,took,2
4,housemaid,1
4,said,14
4,surpris,2
4,hell,1
4,find,4
4,id,3
4,better,3
4,take,5
4,glovesthat,1
4,came,8
4,upon,4
4,neat,2
4,hous,6
4,bright,2
4,brass,1
4,plate,1
4,name,1
4,w,1
4,engrav,1
4,knock,1
4,hurri,3
4,upstair,1
4,fear,1
4,lest,1
4,meet,1
4,real,1
4,turn,2
4,found,5
4,queer,1
4,go,7
4,messag,2
4,suppos,3
4,dinahl,1
4,next,6
4,fanci,3
4,sort,5
4,thing,8
4,would,3
4,happen,7
4,miss,1
4,come,7
4,readi,1
4,walk,1
4,minut,4
4,nurs,1
4,ive,3
4,got,6
4,see,5
4,mous,1
4,doesnt,1
4,dont,5
4,think,3
4,theyd,2
4,let,2
4,dinah,2
4,stop,3
4,order,2
4,peopl,1
4,like,9
4,time,7
4,way,5
4,tidi,1
4,room,7
4,window,8
4,hope,3
4,two,3
4,three,1
4,tini,2
4,leav,2
4,eye,4
4,fell,1
4,bottl,6
4,stood,1
4,near,3
4,lookingglass,1
4,label,1
4,word,2
4,drink,4
4,nevertheless,1
4,uncork,1
4,put,6
4,lip,1
4,know,4
4,_something_,1
4,interest,1
4,whenev,1
4,eat,5
4,anyth,5
4,ill,5
4,itll,1
4,make,6
4,grow,11
4,larg,5
4,realli,1
4,im,6
4,quit,8
4,tire,2
4,inde,2
4,sooner,1
4,expect,2
4,drunk,2
4,half,3
4,head,6
4,press,2
4,ceil,1
4,stoop,1
4,save,1
4,neck,1
4,broken,4
4,hastili,1
4,say,5
4,that,2
4,enoughi,1
4,shant,2
4,morea,1
4,cant,2
4,doori,1
4,wish,4
4,hadnt,3
4,ala,1
4,late,1
4,kneel,1
4,floor,2
4,anoth,5
4,even,1
4,effect,2
4,lie,1
4,one,14
4,elbow,2
4,arm,6
4,curl,1
4,round,5
4,still,2
4,last,5
4,resourc,1
4,foot,2
4,chimney,5
4,whatev,1
4,_will_,2
4,becom,1
4,luckili,1
4,magic,1
4,full,1
4,grew,1
4,larger,3
4,uncomfort,1
4,chanc,1
4,ever,2
4,felt,1
4,unhappi,1
4,pleasant,1
4,thought,9
4,poor,3
4,wasnt,1
4,alway,1
4,smaller,2
4,mice,1
4,almost,1
4,gone,1
4,rabbitholeand,1
4,yetand,1
4,yetit,1
4,rather,1
4,curious,1
4,life,1
4,use,1
4,read,1
4,fairytal,1
4,kind,1
4,never,2
4,middl,2
4,ought,3
4,book,1
4,written,1
4,write,1
4,onebut,1
4,grown,1
4,ad,1
4,sorrow,1
4,least,1
4,there,2
4,_here_,1
4,shall,1
4,_never_,1
4,older,1
4,thatll,1
4,comfort,1
4,waynev,1
4,old,3
4,womanbut,1
4,thenalway,1
4,lesson,2
4,learn,2
4,shouldnt,1
4,_that_,2
4,foolish,1
4,answer,1
4,hard,6
4,_you_,2
4,lessonbook,1
4,first,3
4,side,3
4,convers,1
4,altogeth,1
4,voic,7
4,outsid,2
4,listen,1
4,patter,1
4,feet,3
4,stair,1
4,knew,1
4,trembl,1
4,till,6
4,shook,1
4,forget,1
4,thousand,1
4,reason,1
4,afraid,1
4,present,1
4,open,2
4,inward,1
4,attempt,1
4,prove,1
4,failur,1
4,wont,2
4,wait,5
4,sudden,1
4,spread,2
4,hand,2
4,snatch,2
4,air,3
4,hold,3
4,shriek,2
4,fall,1
4,crash,1
4,conclud,1
4,possibl,2
4,fallen,1
4,cucumberfram,2
4,voiceth,1
4,rabbitspat,1
4,pat,2
4,dig,2
4,appl,2
4,yer,4
4,honour,4
4,angrili,1
4,help,1
4,_this_,1
4,sound,5
4,tell,4
4,what,1
4,pronounc,1
4,arrum,1
4,goos,1
4,saw,1
4,size,4
4,fill,1
4,whole,1
4,well,4
4,busi,1
4,rate,1
4,away,1
4,long,4
4,silenc,4
4,could,4
4,hear,2
4,whisper,1
4,coward,1
4,_two_,1
4,number,1
4,must,3
4,theyll,2
4,pull,1
4,_could_,1
4,_i_,2
4,want,1
4,stay,1
4,longer,1
4,rumbl,1
4,cartwheel,1
4,good,4
4,mani,1
4,talk,1
4,togeth,2
4,where,1
4,ladderwhi,1
4,bring,1
4,otherbil,1
4,ladher,1
4,em,2
4,cornerno,1
4,tie,1
4,firstthey,1
4,reach,1
4,high,1
4,enough,3
4,yetoh,1
4,particularher,1
4,catch,1
4,ropewil,1
4,roof,2
4,bearmind,1
4,loos,1
4,slateoh,1
4,loud,2
4,crashnow,1
4,thatit,1
4,fancywho,1
4,chimneynay,1
4,it_that_,1
4,thenbil,1
4,downher,1
4,master,1
4,your,1
4,shi,1
4,everyth,1
4,wouldnt,1
4,place,1
4,deal,2
4,fireplac,1
4,narrow,1
4,_think_,1
4,kick,2
4,drew,1
4,far,1
4,anim,2
4,couldnt,1
4,scratch,1
4,scrambl,1
4,close,1
4,gave,1
4,sharp,2
4,general,1
4,chorus,1
4,goe,2
4,alongcatch,1
4,hedg,1
4,confus,1
4,voiceshold,1
4,headbrandi,1
4,nowdont,1
4,choke,1
4,himhow,1
4,fellow,2
4,us,1
4,feebl,1
4,squeak,1
4,knowno,1
4,thank,1
4,ye,1
4,nowbut,1
4,fluster,1
4,youall,1
4,jackinthebox,1
4,skyrocket,1
4,other,1
4,burn,1
4,set,3
4,dead,2
4,instant,1
4,sens,1
4,move,1
4,barrow,2
4,begin,1
4,_what_,1
4,doubt,2
4,shower,1
4,pebbl,2
4,rattl,1
4,hit,1
4,face,1
4,shout,1
4,youd,1
4,produc,1
4,cake,3
4,lay,1
4,idea,2
4,_some_,1
4,swallow,1
4,delight,2
4,shrink,1
4,small,1
4,crowd,1
4,bird,1
4,lizard,1
4,held,2
4,guineapig,1
4,give,1
4,rush,3
4,appear,2
4,safe,1
4,thick,1
4,wood,2
4,wander,1
4,right,3
4,second,1
4,love,1
4,garden,1
4,best,1
4,plan,2
4,excel,1
4,simpli,1
4,arrang,1
4,difficulti,1
4,smallest,2
4,peer,1
4,among,1
4,tree,1
4,bark,3
4,enorm,1
4,puppi,7
4,feebli,1
4,stretch,2
4,touch,1
4,coax,2
4,whistl,1
4,terribl,1
4,might,2
4,hungri,1
4,case,1
4,spite,1
4,pick,1
4,bit,1
4,stick,4
4,whereupon,1
4,jump,1
4,yelp,1
4,believ,1
4,worri,1
4,dodg,1
4,behind,2
4,thistl,2
4,keep,1
4,tumbl,1
4,heel,1
4,game,1
4,play,1
4,carthors,1
4,everi,1
4,trampl,1
4,seri,1
4,short,1
4,charg,1
4,forward,1
4,hoars,1
4,sat,1
4,pant,1
4,tongu,1
4,hang,1
4,mouth,1
4,shut,1
4,opportun,1
4,escap,1
4,breath,1
4,faint,1
4,distanc,1
4,yet,1
4,leant,1
4,buttercup,1
4,rest,1
4,teach,1
4,trick,1
4,ifif,1
4,forgotten,1
4,seehow,1
4,_is_,1
4,manag,1
4,question,2
4,certain,1
4,flower,1
4,blade,1
4,grass,1
4,circumst,1
4,mushroom,2
4,height,1
4,occur,1
4,top,2
4,tipto,1
4,peep,1
4,edg,1
4,immedi,1
4,met,1
4,blue,1
4,caterpillar,1
4,sit,1
4,fold,1
4,quiet,1
4,smoke,1
4,hookah,1
4,els,1
5,advic,1
5,caterpillar,26
5,alic,35
5,look,5
5,time,6
5,silenc,2
